id,id_aziende,id_fornitori,codice,codice_ufficiale,codice_alternativo_ufficiale,nome,nome_eng,descrizione,descrizione_eng,descrizione_estesa,descrizione_estesa_eng,meta_title,meta_title_eng,meta_description,meta_description_eng,produttore,originale,parte_sportiva,memorabilia,descrizione_tecnica,immagine,galleria,id_brand,prezzo,esente_iva,richiesta_preventivo,quantita_min,quantita_confezione,unita,iva,accise,importo_minimo,sconto_base1,sconto_base2,sconto_base3,sconto_applicato,categoria_merceologica,tipologia,id_varianti_set_tipologie,disponibilita,ordinabile,forza_immagini,attivo,tag,quantita,id_materiali,anno_produzione,taglia,peso,altezza,larghezza,lunghezza,condizioni_ricambio,stato,data_inserimento,data_modifica,data_rimozione,data_vendita,aziende,fornitori,brand,varianti_set_tipologie,materiali
4306,175,175,1.72E+12,,,Cablaggio di accensione Lamborghini Murcielago,Lamborghini Murcielago ignition wiring,"Cablaggio di accensione per Lamborghini Murcielago prima serie, in buone condizioni, controllare i pin dei cablaggi, codice prodotto: 61007926","Ignition wiring for Lamborghini Murcielago first series, in good condition, check the wiring pins, product code: 61007926","Prodotto in perfette condizioni usato , originale per le prime serie ","Product in perfect used condition, original for the first series ",,,,,,1,0,0,,2b90e19fe0fcd18f2a4837a9f-nobg.png,"2b90e19fe0fcd18f2a4837a9f.jpg,895de20083abd3c717871735a.jpg,3345844ace70d796f6e0f92e8.jpg,2ed1a3cfb4f117d5b034941f7.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,23/05/24 13:29,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4303,175,175,1.72E+12,,,Bracci sospensioni inferiori Lamborghini Miura SV,Lower suspension arms Lamborghini Miura SV,"Bracci sospensioni inferiori per Lamborghini Miura SV, in condizioni impeccabili verniciati di colore nero, presente sia il destro che il sinistro","Lower suspension arms for Lamborghini Miura SV, in impeccable condition, painted black, both the right and left present","Prodotto nuovo in perfette condizioni, originale molto raro ","New product in perfect condition, very rare original ",,,,,,1,0,0,,3951124e1abb6b0f196b27f99-nobg.png,"3951124e1abb6b0f196b27f99.jpg,4f3aa477f67d217cd6bc41564.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,23/05/24 13:24,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4300,175,175,1.72E+12,,,Silenziatore Lamborghini LM002,Lamborghini LM002 silencer,"Silenziatore Lamborghini LM002  cromato con staffe per il montaggio, sprovvisto di terminali","Lamborghini LM002 chrome silencer with mounting brackets, without terminals",Prodotto originale e nuovo in condizioni impeccabili introvabile in queste condizioni ,"Original and new product in impeccable condition, impossible to find in these conditions ",,,,,,1,0,0,,4f40f2bcf5b43bae1b8f4dafe-nobg.png,"4f40f2bcf5b43bae1b8f4dafe.jpg,4d5784315fc4246e041cb19be.jpg,cd7548f19c53f32868ce1887d.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,nuovo epoca,bozza,23/05/24 13:20,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4297,175,175,1.72E+12,,,Dischi freno posteriori Lamborghini Diablo ,Lamborghini Diablo rear brake discs ,Dischi freno posteriori in acciaio per Lamborghini Diablo versione standard stradale ,Rear steel brake discs for Lamborghini Diablo standard road version ,"Prodotto nuovo e originale in perfette condizioni, ","New and original product in perfect condition, ",,,,,,1,0,0,,ad31533f47fa3368ae12de0d1-nobg.png,"ad31533f47fa3368ae12de0d1.jpg,0f5d394ec407fe75aa65b57b6.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,nuovo epoca,bozza,23/05/24 13:11,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4294,175,175,1.72E+12,,,Cablaggio Lamborghini Miura ,Lamborghini Miura wiring ,"Cablaggio per impianto elettrico completo per Lamborghini Miura, molto raro plug and play","Complete electrical system harness for Lamborghini Miura, very rare plug and play",Prodotto nuovo e originale in perfette condizioni per la versione P400S,New and original product in perfect condition for the P400S version,,,,,,1,0,0,,b5629b8964f857c71132b8204-nobg.png,"b5629b8964f857c71132b8204.jpg,fd5505b49a49f31551a13e63d.jpg,e467854bf5df38ef7bb3bfaa5.jpg,d7fa8ce6a938ef6f589d6014f.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,nuovo epoca,bozza,23/05/24 12:52,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4291,175,175,1.72E+12,,,Paratia spinterogeno Lamborghini Miura,Lamborghini Miura distributor bulkhead,Paratia in fibra di vetro verniciata di nero ,Black painted fiberglass bulkhead ,Prodotto originale in perfette condizioni,Original product in perfect condition,,,,,,1,0,0,,b38d5e294faf2dc8f6698fc06-nobg.png,"b38d5e294faf2dc8f6698fc06.jpg,d236c347de33e22a8f7a53238.jpg,9a6af561f359b87a88dfb83cb.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,23/05/24 11:20,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4288,175,175,1.72E+12,,,Valvola freno Lamborghini Urraco/Jalpa/Countach,Lamborghini Urraco/Jalpa/Countach brake valve,"Valvola freno per diversi modelli Lamborghini Urraco,Jalpa e Countach la valvola parzializza l'olio ai freni anteriori ","Brake valve for various Lamborghini Urraco, Jalpa and Countach models, the valve cuts the oil to the front brakes ",Prodotto usato originale in ottime condizioni ,Original used product in excellent condition ,,,,,,1,0,0,,410b9b1ddacd36038e0ebbfde-nobg.png,"410b9b1ddacd36038e0ebbfde.jpg,52fd00c814aac2b04113ec3a1.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,23/05/24 11:15,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4285,175,175,1.72E+12,,,Dadi centrali Lamborghini Espada/Miura,Lamborghini Espada/Miura central nuts,"Dadi chiusure centrali cerchi per Lamborghini Espada e Miura, cromati, set di 4 pezzi","Wheel central locking nuts for Lamborghini Espada and Miura, chrome, set of 4 pieces",Prodotto usato originale in perfette condizioni ,Original used product in perfect condition ,,,,,,1,0,0,,2fc6e5fbee1bd658bdd4440d9-nobg.png,"2fc6e5fbee1bd658bdd4440d9.jpg,b8fe6051726e59de80cbe064e.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,23/05/24 11:06,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4282,175,175,1.72E+12,,,Aletta serbatoio Lamborghini Countach 25th,Lamborghini Countach 25th tank fin,"Aletta che copre il tappo del serbatoio in vetroresina, da verniciare, il set comprende l'aletta con la relativa vaschetta non il tappo ","Fin that covers the fiberglass tank cap, to be painted, the set includes the fin with the relative tray, not the cap ","Prodotto nuovo originale da verniciare, in condizioni perfette mai montato","New original product to be painted, in perfect condition, never mounted",,,,,,1,0,0,,3ace05d219b2418a41c36aa63-nobg.png,"3ace05d219b2418a41c36aa63.jpg,6087338a6ee6bc113e5d3cd2b.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,nuovo epoca,bozza,23/05/24 10:49,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4279,175,175,1.72E+12,,,Paratie laterali Lamborghini Miura ,Lamborghini Miura side panels ,"Paratie laterali in fibra di vetro, verniciati di nero in ottime condizioni, codice prodotto:C1683054","Fiberglass side bulkheads, painted black in excellent condition, product code: C1683054","Prodotto originale, usato in fibra di vetro senza crepe in ottime condizioni","Original product, used in fiberglass without cracks in excellent condition",,,,,,1,0,0,,6fd274c8b2c545b74417675a3-nobg.png,"6fd274c8b2c545b74417675a3.jpg,d2bf5364b93bb511e47415bf3.jpg,799607650a2aa03c21e58ec73.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,23/05/24 10:36,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4276,175,175,1.72E+12,,,Paraurti anteriore Lamborghini Miura SV,Lamborghini Miura SV front bumper,Paraurti anteriore per Lamborghini Miura SV nero senza griglie solo il profilo esterno ,Front bumper for Lamborghini Miura SV black without grilles only the external profile ,Prodotto nuovo in perfette condizioni originale molto raro,"New product in perfect original condition, very rare",,,,,,1,0,0,,d838d3de709f34f041a25aa4d-nobg.png,"d838d3de709f34f041a25aa4d.jpg,ceb8f936fdec2020e99f2b67b.jpg,290cef13c774290878fc80f98.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,23/05/24 10:24,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4273,175,175,1.72E+12,,,Contagiri Lamborghini Diablo GT,Lamborghini Diablo GT tachometer,Contagiri per Lamborghini Diablo GT prodotto dalla VDO in ottime condizioni ,Tachometer for Lamborghini Diablo GT produced by VDO in excellent condition ,Prodotto originale in ottime condizioni ,Original product in excellent condition ,,,,,,1,0,0,,5aa9726ef3c570212511c33d4-nobg.png,"5aa9726ef3c570212511c33d4.jpg,c75ec13ec986f28c0185939ad.jpg,c848fb3042550952d95699e28.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 15:51,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4270,175,175,1.72E+12,,,Mozzi posteriori Lamborghini Murcielago ,Lamborghini Murcielago rear hubs ,Mozzi posteriori per Lamborghini Murcielago con relativi cuscinetti a sfera ,Rear hubs for Lamborghini Murcielago with related ball bearings ,"Prodotto originale in buone condizioni, con relativi cuscinetti ","Original product in good condition, with relevant bearings ",,,,,,1,0,0,,b1fdb87d3757b0dffafc49335-nobg.png,"b1fdb87d3757b0dffafc49335.jpg,9b3e050d91c32cbd91c040859.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 15:45,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4267,175,175,1.72E+12,,,Scudo radiatore Lamborghini Miura S/SV,Lamborghini Miura S/SV radiator shield,Scudo radiatore per Lamborghini Miura S e SV in fibra di vetro molto leggero verniciato nero ,Radiator shield for Lamborghini Miura S and SV in very light fiberglass painted black ,Prodotto usato originale senza crepe in buone condizioni ,Original used product without cracks in good condition ,,,,,,1,0,0,,28fb0bfbdf67538ec04eb369a-nobg.png,"28fb0bfbdf67538ec04eb369a.jpg,5897de3a19ce6f658f9b2fb6f.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 15:41,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4264,175,175,1.72E+12,,,Scatola sterzo Lamborghini Miura/Coutach,Lamborghini Miura/Coutach steering gear,Scatola di sterzo per Lamborghini Miura SV e Countach LP400 in perfette condizioni,Steering gear for Lamborghini Miura SV and Countach LP400 in perfect condition,"Prodotto in ottime condizioni, originale ","Product in excellent condition, original ",,,,,,1,0,0,,4cf367a950d3626d5de944f00-nobg.png,"4cf367a950d3626d5de944f00.jpg,8b4c9466cf8d7ab8d91f681af.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 15:34,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4261,175,175,1.72E+12,,,Contachilometri Lamborghini Diablo GT,Lamborghini Diablo GT odometer,"Contachilometri per Lamborghini Diablo GT, prodotto dalla VDO","Odometer for Lamborghini Diablo GT, produced by VDO", in ottime condizioni Prodotto originale molto raro in perfette condizioni della VDO, in excellent condition Very rare original product in perfect condition from VDO,,,,,,1,0,0,,11199e48c48b298d1cdefdbb7-nobg.png,"11199e48c48b298d1cdefdbb7.jpg,eb73af696b29bb0c9c573fc6f.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 15:18,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4258,175,175,1.72E+12,,,Differenziale Lamborghini Espada e Jarama,Differential Lamborghini Espada and Jarama,"Differenziale per Lamborghini Espada e Jarama 10X45, marchiato Lamborghini originale ","Differential for Lamborghini Espada and Jarama 10X45, original Lamborghini branded ","Prodotto originale in buone condizioni, verniciato di colore nero adattabile sia a Espada che Jarama, marchiato Lamborghini ","Original product in good condition, painted black, adaptable to both Espada and Jarama, branded Lamborghini ",,,,,,1,0,0,,b09bf9aaf1fa67e0ab3f9b2d2-nobg.png,b09bf9aaf1fa67e0ab3f9b2d2.jpg,,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 15:06,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4255,175,175,1.72E+12,,,Dischi posteriori Lamborghini Espada ,Lamborghini Espada rear discs ,"Dischi posteriori per Lamborghini Espada 1°serie in acciaio con rettifica già fatta, 88mm ","Rear discs for Lamborghini Espada 1st series in steel with already ground, 88mm ",Prodotto usato originale in ottime condizioni con rettifica già avvenuta,Original used product in excellent condition with rectification already carried out,,,,,,1,0,0,,5a78bdd73e45b0c144d0a1203-nobg.png,"5a78bdd73e45b0c144d0a1203.jpg,f5abc9823041529f8e6634663.jpg,f092d168a6f68152c1a574d0f.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 12:33,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4252,175,175,1.72E+12,,,Alloggiamenti filtri aria Lamborghini Miura ,Lamborghini Miura air filter housings ,Scatole filtri dell'aria in lamiera per Lamborghini Miura restaurati e riverniciati con parte apribile bianca da alloggiare sopra i carburatori  ,Sheet metal air filter boxes for restored and repainted Lamborghini Miura with white opening part to be housed above the carburettors  ,Prodotto usato in ottime condizioni restaurato in condizioni come nuove ,"Used product in excellent condition, restored to like new condition ",,,,,,1,0,0,,2b1f6dfdc2154c4b470949889-nobg.png,"2b1f6dfdc2154c4b470949889.jpg,4152116c8e088c49af0cca242.jpg,4c9bc385db704e880dc5e6699.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 12:27,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4249,175,175,1.72E+12,,,Serbatorio dell'acqua Lamborghini Miura ,Lamborghini Miura water tank ,"Serbatoio dell'acqua per Lamborghini Miura, in acciaio riverniciato in colore nero","Water tank for Lamborghini Miura, in steel repainted in black",Prodotto originale usato in ottime condizioni ,Original used product in excellent condition ,,,,,,1,0,0,,a6b3d24216c805a82d8adf61f-nobg.png,"a6b3d24216c805a82d8adf61f.jpg,46be97e750b2c471e55ce541a.jpg,a875e1d7604674f54c4eb97c7.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 11:56,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4246,175,175,1.72E+12,,,Ammortizzatori posteriori Lamborghini Countach LP400,Lamborghini Countach LP400 rear shock absorbers,"Ammortizzatori prodotti dalla Koni, per Lamborghini Countach LP400","Shock absorbers produced by Koni, for Lamborghini Countach LP400",Prodotto nuovo e originale della Koni (rossi) ancora con adesivi di produzione ,New and original Koni product (red) still with production stickers ,,,,,,1,0,0,,a2538bb47d7a7bf4231a68213-nobg.png,"a2538bb47d7a7bf4231a68213.jpg,4e2891d68fca7245e4967bb7f.jpg,d8c69840ced22e500d80960b7.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 11:43,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4243,175,175,1.72E+12,,,Bracci delle sospensioni inferiori Miura ,Miura lower suspension arms ,Bracci delle sospensioni posteriori inferiori per Lamborghini Miura P400 riverniciati in perfette condizioni completi,Lower rear suspension arms for Lamborghini Miura P400 repainted in perfect complete condition,Prodotto usato originale in perfette condizioni revisionati e riverniciati,"Original used product in perfect condition, overhauled and repainted",,,,,,1,0,0,,1c7025ad2ce4c1aa85da5c9a8-nobg.png,"1c7025ad2ce4c1aa85da5c9a8.jpg,a63b00088463dd12e036297e0.jpg,4d29be4e434324c6325ffd7ac.jpg,0ef1248f8e6128bc760b0c24c.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,22/05/24 11:33,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4240,175,175,1.72E+12,,,Volante Lamborghini LM002,Lamborghini LM002 steering wheel,Volante per Lamborghini LM002 in pelle con clacson centrale nuovo introvabile ,Steering wheel for Lamborghini LM002 in leather with central horn new unobtainable,Volante per Lamborghini LM002 in pelle con clacson centrale nuovo introvabile  .Prodotto molto raro in queste condizioni originale e nuovo,Steering wheel for Lamborghini LM002 in leather with central horn new unobtainable. Very rare product in these conditions original and new,,,,,,1,0,0,,0f6564e7c450e91d75f0dd3c8-nobg.png,"0f6564e7c450e91d75f0dd3c8.jpg,d7e1013e9bc1448ab5c2c00bb.jpg,d5d66398dca1b58258fdf77e5.jpg",,1500,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,5,40,20,40,nuovo epoca,pubblicato,21/05/24 18:24,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4237,175,175,1.72E+12,,,Silenziatore di scarico Lamborghini Countach ,Lamborghini Countach exhaust silencer,"Silenziatore di scarico con terminali di scarico cromati per Lamborghini countach 5000QV, in ottime condizioni ","Exhaust silencer with chrome tailpipes for Lamborghini countach 5000QV, in excellent condition","Silenziatore di scarico con terminali di scarico cromati per Lamborghini countach 5000QV, in ottime condizioni . Prodotto originale, usato qualche leggera botta nella parte posteriore ma non compromette l'utilizzo","Exhaust muffler with chrome tailpipes for Lamborghini countach 5000QV, in excellent condition. Original product, used some light knocks on the rear part but does not compromise the use",,,,,,1,0,0,,3131021ef3caa0bbf641a32c4-nobg.png,"3131021ef3caa0bbf641a32c4.jpg,75ea4f315103c0e252d92cfe9.jpg,54112391f010eb6942239c0af.jpg",,2200,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,30,100,80,80,usato,pubblicato,21/05/24 18:20,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4234,175,175,1.72E+12,,,Faro posteriore destro Lamborghini Countach ,Lamborghini Countach right rear light,"Faro posteriore destro per Lamborghini countach, in 3 elementi ","Right rear light for Lamborghini countach, in 3 elements","Faro posteriore destro per Lamborghini countach, in 3 elementi . Prodotto originale usato in perfette condizioni ",Original product used in perfect condition,,,,,,1,0,0,,48976d7592ac104f48e142dde-nobg.png,48976d7592ac104f48e142dde.jpg,,650,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,2,40,20,20,usato,pubblicato,21/05/24 18:15,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4231,175,175,1.72E+12,,,Ammortizzatori anteriori Lamborghini Countach,Lamborghini Countach front shock absorbers,Ammortizzatori anteriori della Way-assauto per Lamborghini countach 25th/5000 4v/S ,Way-assauto front shock absorbers for Lamborghini countach 25th/5000 4v/S,Ammortizzatori anteriori della Way-assauto per Lamborghini countach 25th/5000 4v/S . Prodotto usato originale in perfette condizioni,Way-assauto front shock absorbers for Lamborghini countach 25th/5000 4v/S . Original used product in perfect condition,,,,,,1,0,0,,78536a3a4b15f87eb4a90d4a0-nobg.png,"78536a3a4b15f87eb4a90d4a0.jpg,14935f44bc310dd00dbff113d.jpg,4735b89388e36f2edc3d72112.jpg",,3000,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,8,40,30,30,usato,pubblicato,21/05/24 18:05,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4228,175,175,1.72E+12,,,Posacenere Lamborghini Countach,Ashtray Lamborghini Countach,"Posacenere Lamborghini Countach perfetto, con aletta nera e griglia interna ","Perfect Lamborghini Countach ashtray, with black flap and internal grille","Posacenere Lamborghini Countach perfetto, con aletta nera e griglia interna .Prodotto nuovo originale in perfette condizioni ","Perfect Lamborghini Countach ashtray, with black fin and internal grille. New original product in perfect condition",,,,,,1,0,0,,62574d0d7e6e8b8feeeb3aa95-nobg.png,"62574d0d7e6e8b8feeeb3aa95.jpg,6564f888cd7c901365f2d5d1e.jpg,fdd80a480dca49d3557fa0e7f.jpg",,1300,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,1,20,20,20,nuovo epoca,pubblicato,21/05/24 18:00,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4225,175,175,1.72E+12,,,Motorino tergicristallo Lamborghini Countach,Lamborghini Countach windshield wiper motor,Motorino 12 Volt della Magneti Marelli per Tergicristallo della Lamborghini Countach codice prodotto TGE567A,Magneti Marelli 12 Volt motor for Lamborghini Countach windshield wiper product code TGE567A,"Motorino 12 Volt della Magneti Marelli per Tergicristallo della Lamborghini Countach codice prodotto TGE567A. Prodotto originale, usato ma in perfette condizioni , controllare l'ingresso del morsetto elettrico ","12 Volt Motor from Magneti Marelli for Windshield Wiper of Lamborghini Countach product code TGE567A. Original product, used but in perfect condition, check the input of the electrical terminal",,,,,,1,0,0,,0e755c9a4d9e7de8f92885f9e-nobg.png,"0e755c9a4d9e7de8f92885f9e.jpg,56a2317cdbc138e3e38802440.jpg,cbb37ba17d816ba553d8dd166.jpg,f0be509f1c7d15e0356744508.jpg",,1200,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,2,30,20,20,usato,pubblicato,21/05/24 17:49,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4222,175,175,1.72E+12,,,Kit guarnizioni motore Lamborghini countach ,Lamborghini countach engine gasket kit,Kit guarnizioni motore per Lamborghini Countach con guarnizioni in cartoncino e o ring in gomma,Engine gasket kit for Lamborghini Countach with cardboard gaskets and rubber O rings,Prodotto nuovo e originale in perfette condizioni ancora nell confezione originale ,New and original product in perfect condition still in the original packaging,,,,,,1,0,0,,fba8c3215075ac4981e25df4e-nobg.png,"fba8c3215075ac4981e25df4e.jpg,744ee7ed01ac24329c293c625.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,21/05/24 16:46,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4219,175,175,1.72E+12,,,Contagiri Lamborghini Urraco,Lamborghini Urraco tachometer,"Contagiri Prodotto dalla Jaeger per Lamborghini urraco elettronico, fondo nero e logo Lamborghini","Tachometer Produced by Jaeger for Lamborghini urraco electronic, black background and Lamborghini logo",Prodotto usato in perfette condizioni ,Used product in perfect condition,,,,,,1,0,0,,f4f510b2cbdb6878e0f404668-nobg.png,f4f510b2cbdb6878e0f404668.jpg,,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,21/05/24 16:38,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4216,175,175,1.72E+12,,,Scatola di sterzo Lamborghini Urraco ,Lamborghini Urraco steering gear,Cremagliera dello sterzo per Lamborghini Urraco per guida a sinistra,Steering rack for Lamborghini Urraco for left-hand drive,Prodotto usato originale in perfette condizioni anche le parti in gomma sono in ottime condizioni senza tagli ,"Original used product in perfect condition, even the rubber parts are in excellent condition without cuts",,,,,,1,0,0,,65e33d126cfe50fd21a14c9e4-nobg.png,"65e33d126cfe50fd21a14c9e4.jpg,3ec3b072527980ffd87b0d4a2.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,21/05/24 16:34,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4213,175,175,1.72E+12,,,Scatola del cambio Lamborghini Urraco,Lamborghini Urraco gearbox,"Scatola del cambio per Lamborghini Urraco, completa di tutti gli ingranaggi in ottime condizioni","Gearbox for Lamborghini Urraco, complete with all gears in excellent condition","Prodotto originale in buone condizioni, il cambio ha gli ingranaggi in buone condizioni e gira libero ","Original product in good condition, the gearbox has gears in good condition and turns freely",,,,,,1,0,0,,9c6577d322697e7e54589f2ce-nobg.png,"9c6577d322697e7e54589f2ce.jpg,3132a7c2ea1e6f1e34dc2fd49.jpg,cd38547d384d5430d8de1d654.jpg,1fbcc2ab11240d27f9e0a7575.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,usato,bozza,21/05/24 16:27,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
4210,175,175,1.72E+12,,,Filtro dell'aria Lamborghini countach,Lamborghini countach air filter,Filtri dell'aria per Lamborghini Countach ,Air filters for Lamborghini Countach,Prodotto nuovo in perfette condizioni originali per Lamborghini Countach e altri modelli V12 Lamborghini ,New product in perfect original condition for Lamborghini Countach and other V12 Lamborghini models,,,,,,1,0,0,,0854d1c5a933593901b87863b-nobg.png,"0854d1c5a933593901b87863b.jpg,0455f38f379efb0d4645e7c34.jpg",,0,0,0,1,1,,,,,0,0,0,,,semplice,,0,1,0,1,,1,0,0,,0,0,0,0,nuovo epoca,bozza,21/05/24 16:21,25/06/25 18:30,0000-00-00 00:00:00,,"Coppola Old Timer 
<br>(<i>Seller Pro 175</i>)",,,,
